Date/Time CET/CEST;Date/Time UTC;MBA;Consumption Total [MWh];Metered [MWh];Profiled [MWh];Flex-settled [MWh]
05.12.2024/05:00;05.12.2024/04:00;SE1, SE2, SE3, SE4;-18690,190427;-13222,007068;-5468,183359;0
05.12.2024/06:00;05.12.2024/05:00;SE1, SE2, SE3, SE4;-20218,09634;-14412,013995;-5806,082345;0
05.12.2024/07:00;05.12.2024/06:00;SE1, SE2, SE3, SE4;-21518,83726;-15440,393816;-6078,443444;0
05.12.2024/08:00;05.12.2024/07:00;SE1, SE2, SE3, SE4;-21750,648075;-15705,642313;-6045,005762;0
05.12.2024/09:00;05.12.2024/08:00;SE1, SE2, SE3, SE4;-21623,038248;-15642,691243;-5980,347005;0
05.12.2024/10:00;05.12.2024/09:00;SE1, SE2, SE3, SE4;-21436,204476;-15565,800704;-5870,403772;0
05.12.2024/11:00;05.12.2024/10:00;SE1, SE2, SE3, SE4;-21263,189926;-15489,636715;-5773,553211;0
05.12.2024/12:00;05.12.2024/11:00;SE1, SE2, SE3, SE4;-21128,583651;-15413,227149;-5715,356502;0
05.12.2024/13:00;05.12.2024/12:00;SE1, SE2, SE3, SE4;-20943,470003;-15305,822956;-5637,647047;0
05.12.2024/14:00;05.12.2024/13:00;SE1, SE2, SE3, SE4;-21053,810449;-15368,650054;-5685,160395;0
05.12.2024/15:00;05.12.2024/14:00;SE1, SE2, SE3, SE4;-21435,681676;-15511,261029;-5924,420647;0
05.12.2024/16:00;05.12.2024/15:00;SE1, SE2, SE3, SE4;-21384,057255;-15143,240722;-6240,816533;0
05.12.2024/17:00;05.12.2024/16:00;SE1, SE2, SE3, SE4;-21412,646316;-14952,100386;-6460,54593;0
05.12.2024/18:00;05.12.2024/17:00;SE1, SE2, SE3, SE4;-20980,810283;-14588,894375;-6391,915908;0
05.12.2024/19:00;05.12.2024/18:00;SE1, SE2, SE3, SE4;-20524,43614;-14310,987334;-6213,448806;0
05.12.2024/20:00;05.12.2024/19:00;SE1, SE2, SE3, SE4;-20056,194503;-14069,419118;-5986,775385;0
05.12.2024/21:00;05.12.2024/20:00;SE1, SE2, SE3, SE4;-19327,511704;-13629,237498;-5698,274206;0
05.12.2024/22:00;05.12.2024/21:00;SE1, SE2, SE3, SE4;-18498,017369;-13140,824395;-5357,192974;0
05.12.2024/23:00;05.12.2024/22:00;SE1, SE2, SE3, SE4;-17754,349402;-12766,706389;-4987,643013;0
06.12.2024/00:00;05.12.2024/23:00;SE1, SE2, SE3, SE4;-17169,444514;-12447,225606;-4722,218908;0
06.12.2024/01:00;06.12.2024/00:00;SE1, SE2, SE3, SE4;-16836,613743;-12282,607494;-4554,006249;0
06.12.2024/02:00;06.12.2024/01:00;SE1, SE2, SE3, SE4;-16650,936363;-12196,237964;-4454,698399;0
06.12.2024/03:00;06.12.2024/02:00;SE1, SE2, SE3, SE4;-16459,941069;-12045,027579;-4414,91349;0
06.12.2024/04:00;06.12.2024/03:00;SE1, SE2, SE3, SE4;-16489,721458;-12057,77918;-4431,942278;0
06.12.2024/05:00;06.12.2024/04:00;SE1, SE2, SE3, SE4;-16988,995316;-12419,59267;-4569,402646;0
06.12.2024/06:00;06.12.2024/05:00;SE1, SE2, SE3, SE4;-18429,304887;-13581,412981;-4847,891906;0
06.12.2024/07:00;06.12.2024/06:00;SE1, SE2, SE3, SE4;-19856,72164;-14744,702094;-5112,019546;0
06.12.2024/08:00;06.12.2024/07:00;SE1, SE2, SE3, SE4;-20145,190846;-15021,966213;-5123,224633;0
06.12.2024/09:00;06.12.2024/08:00;SE1, SE2, SE3, SE4;-20129,759946;-15027,352659;-5102,407287;0
06.12.2024/10:00;06.12.2024/09:00;SE1, SE2, SE3, SE4;-20093,864294;-15002,414668;-5091,449626;0
06.12.2024/11:00;06.12.2024/10:00;SE1, SE2, SE3, SE4;-19941,954296;-14875,39099;-5066,563306;0
06.12.2024/12:00;06.12.2024/11:00;SE1, SE2, SE3, SE4;-19731,731551;-14656,347925;-5075,383626;0
06.12.2024/13:00;06.12.2024/12:00;SE1, SE2, SE3, SE4;-19552,888366;-14493,934508;-5058,953858;0
06.12.2024/14:00;06.12.2024/13:00;SE1, SE2, SE3, SE4;-19494,813461;-14347,851079;-5146,962382;0
06.12.2024/15:00;06.12.2024/14:00;SE1, SE2, SE3, SE4;-19687,172657;-14260,546782;-5426,625875;0
06.12.2024/16:00;06.12.2024/15:00;SE1, SE2, SE3, SE4;-19742,935169;-14032,494615;-5710,440554;0
06.12.2024/17:00;06.12.2024/16:00;SE1, SE2, SE3, SE4;-19642,216096;-13760,617312;-5881,598784;0
06.12.2024/18:00;06.12.2024/17:00;SE1, SE2, SE3, SE4;-19114,403399;-13315,065529;-5799,33787;0
06.12.2024/19:00;06.12.2024/18:00;SE1, SE2, SE3, SE4;-18603,783824;-13023,504848;-5580,278976;0
06.12.2024/20:00;06.12.2024/19:00;SE1, SE2, SE3, SE4;-17966,111042;-12651,16494;-5314,946102;0
06.12.2024/21:00;06.12.2024/20:00;SE1, SE2, SE3, SE4;-17249,699664;-12181,481123;-5068,218541;0
06.12.2024/22:00;06.12.2024/21:00;SE1, SE2, SE3, SE4;-16622,248889;-11794,686615;-4827,562274;0
06.12.2024/23:00;06.12.2024/22:00;SE1, SE2, SE3, SE4;-16124,852086;-11570,759452;-4554,092634;0
07.12.2024/00:00;06.12.2024/23:00;SE1, SE2, SE3, SE4;-15676,311454;-11335,88524;-4340,426214;0
07.12.2024/01:00;07.12.2024/00:00;SE1, SE2, SE3, SE4;-15322,389919;-11140,557671;-4181,832248;0
07.12.2024/02:00;07.12.2024/01:00;SE1, SE2, SE3, SE4;-15186,675248;-11088,26104;-4098,414208;0
07.12.2024/03:00;07.12.2024/02:00;SE1, SE2, SE3, SE4;-15044,302911;-11006,502331;-4037,80058;0
07.12.2024/04:00;07.12.2024/03:00;SE1, SE2, SE3, SE4;-15037,518062;-11010,207153;-4027,310909;0
07.12.2024/05:00;07.12.2024/04:00;SE1, SE2, SE3, SE4;-15205,175373;-11134,374239;-4070,801134;0
07.12.2024/06:00;07.12.2024/05:00;SE1, SE2, SE3, SE4;-15719,120505;-11541,313543;-4177,806962;0
07.12.2024/07:00;07.12.2024/06:00;SE1, SE2, SE3, SE4;-16161,537126;-11774,404213;-4387,132913;0
07.12.2024/08:00;07.12.2024/07:00;SE1, SE2, SE3, SE4;-16746,330729;-12091,023055;-4655,307674;0
07.12.2024/09:00;07.12.2024/08:00;SE1, SE2, SE3, SE4;-17232,814534;-12350,65773;-4882,156804;0
07.12.2024/10:00;07.12.2024/09:00;SE1, SE2, SE3, SE4;-17668,873787;-12603,178343;-5065,695444;0
07.12.2024/11:00;07.12.2024/10:00;SE1, SE2, SE3, SE4;-17805,022083;-12623,534953;-5181,48713;0
07.12.2024/12:00;07.12.2024/11:00;SE1, SE2, SE3, SE4;-17839,606251;-12630,421362;-5209,184889;0
07.12.2024/13:00;07.12.2024/12:00;SE1, SE2, SE3, SE4;-17886,892275;-12688,075318;-5198,816957;0
07.12.2024/14:00;07.12.2024/13:00;SE1, SE2, SE3, SE4;-18029,290666;-12775,019723;-5254,270943;0
07.12.2024/15:00;07.12.2024/14:00;SE1, SE2, SE3, SE4;-18282,934166;-12838,822976;-5444,11119;0
07.12.2024/16:00;07.12.2024/15:00;SE1, SE2, SE3, SE4;-18541,660666;-12912,465748;-5629,194918;0
07.12.2024/17:00;07.12.2024/16:00;SE1, SE2, SE3, SE4;-18478,496338;-12798,9004;-5679,595938;0
07.12.2024/18:00;07.12.2024/17:00;SE1, SE2, SE3, SE4;-18191,734875;-12587,230462;-5604,504413;0
07.12.2024/19:00;07.12.2024/18:00;SE1, SE2, SE3, SE4;-17765,228999;-12369,894664;-5395,334335;0
07.12.2024/20:00;07.12.2024/19:00;SE1, SE2, SE3, SE4;-17245,764246;-12103,92053;-5141,843716;0
07.12.2024/21:00;07.12.2024/20:00;SE1, SE2, SE3, SE4;-16654,614221;-11755,547282;-4899,066939;0
07.12.2024/22:00;07.12.2024/21:00;SE1, SE2, SE3, SE4;-16141,444298;-11462,607545;-4678,836753;0
07.12.2024/23:00;07.12.2024/22:00;SE1, SE2, SE3, SE4;-15681,744056;-11253,06149;-4428,682566;0
08.12.2024/00:00;07.12.2024/23:00;SE1, SE2, SE3, SE4;-15331,474179;-11111,04859;-4220,425589;0
08.12.2024/01:00;08.12.2024/00:00;SE1, SE2, SE3, SE4;-15055,608819;-10986,392907;-4069,215912;0
08.12.2024/02:00;08.12.2024/01:00;SE1, SE2, SE3, SE4;-14918,43535;-10923,55866;-3994,87669;0
08.12.2024/03:00;08.12.2024/02:00;SE1, SE2, SE3, SE4;-14778,477657;-10849,957334;-3928,520323;0
08.12.2024/04:00;08.12.2024/03:00;SE1, SE2, SE3, SE4;-14716,361242;-10793,668142;-3922,6931;0
08.12.2024/05:00;08.12.2024/04:00;SE1, SE2, SE3, SE4;-14762,940421;-10806,829121;-3956,1113;0
08.12.2024/06:00;08.12.2024/05:00;SE1, SE2, SE3, SE4;-15076,055903;-11027,772112;-4048,283791;0
08.12.2024/07:00;08.12.2024/06:00;SE1, SE2, SE3, SE4;-15537,523945;-11310,10756;-4227,416385;0
08.12.2024/08:00;08.12.2024/07:00;SE1, SE2, SE3, SE4;-16035,25627;-11553,004307;-4482,251963;0
08.12.2024/09:00;08.12.2024/08:00;SE1, SE2, SE3, SE4;-16712,020481;-11955,520058;-4756,500423;0
08.12.2024/10:00;08.12.2024/09:00;SE1, SE2, SE3, SE4;-17233,827394;-12250,160557;-4983,666837;0
08.12.2024/11:00;08.12.2024/10:00;SE1, SE2, SE3, SE4;-17515,553739;-12363,974886;-5151,578853;0
08.12.2024/12:00;08.12.2024/11:00;SE1, SE2, SE3, SE4;-17668,36559;-12436,921065;-5231,444525;0
08.12.2024/13:00;08.12.2024/12:00;SE1, SE2, SE3, SE4;-17731,304735;-12490,372212;-5240,932523;0
08.12.2024/14:00;08.12.2024/13:00;SE1, SE2, SE3, SE4;-17927,972226;-12622,345037;-5305,627189;0
08.12.2024/15:00;08.12.2024/14:00;SE1, SE2, SE3, SE4;-18207,474484;-12694,118229;-5513,356255;0
08.12.2024/16:00;08.12.2024/15:00;SE1, SE2, SE3, SE4;-18676,121007;-12911,923451;-5764,197556;0
08.12.2024/17:00;08.12.2024/16:00;SE1, SE2, SE3, SE4;-18805,048427;-12907,315958;-5897,732469;0
08.12.2024/18:00;08.12.2024/17:00;SE1, SE2, SE3, SE4;-18727,493889;-12835,272884;-5892,221005;0
08.12.2024/19:00;08.12.2024/18:00;SE1, SE2, SE3, SE4;-18494,501648;-12747,514518;-5746,98713;0
08.12.2024/20:00;08.12.2024/19:00;SE1, SE2, SE3, SE4;-18085,274129;-12566,256996;-5519,017133;0
08.12.2024/21:00;08.12.2024/20:00;SE1, SE2, SE3, SE4;-17530,540401;-12291,161667;-5239,378734;0
08.12.2024/22:00;08.12.2024/21:00;SE1, SE2, SE3, SE4;-16930,041557;-12022,6022;-4907,439357;0
08.12.2024/23:00;08.12.2024/22:00;SE1, SE2, SE3, SE4;-16489,721303;-11910,851641;-4578,869662;0
09.12.2024/00:00;08.12.2024/23:00;SE1, SE2, SE3, SE4;-16246,84974;-11856,586785;-4390,262955;0
09.12.2024/01:00;09.12.2024/00:00;SE1, SE2, SE3, SE4;-16121,486373;-11818,200346;-4303,286027;0
09.12.2024/02:00;09.12.2024/01:00;SE1, SE2, SE3, SE4;-15908,84396;-11664,332964;-4244,510996;0
09.12.2024/03:00;09.12.2024/02:00;SE1, SE2, SE3, SE4;-15770,54282;-11540,62141;-4229,92141;0
09.12.2024/04:00;09.12.2024/03:00;SE1, SE2, SE3, SE4;-15934,283001;-11643,060603;-4291,222398;0
09.12.2024/05:00;09.12.2024/04:00;SE1, SE2, SE3, SE4;-16473,362607;-12001,260976;-4472,101631;0
09.12.2024/06:00;09.12.2024/05:00;SE1, SE2, SE3, SE4;-17991,646073;-13177,056694;-4814,589379;0
09.12.2024/07:00;09.12.2024/06:00;SE1, SE2, SE3, SE4;-19478,742171;-14363,067998;-5115,674173;0
09.12.2024/08:00;09.12.2024/07:00;SE1, SE2, SE3, SE4;-19995,719676;-14822,381264;-5173,338412;0
09.12.2024/09:00;09.12.2024/08:00;SE1, SE2, SE3, SE4;-20138,584311;-14966,735275;-5171,849036;0
09.12.2024/10:00;09.12.2024/09:00;SE1, SE2, SE3, SE4;-20212,250181;-15044,531951;-5167,71823;0
09.12.2024/11:00;09.12.2024/10:00;SE1, SE2, SE3, SE4;-20107,261263;-14946,563663;-5160,6976;0
09.12.2024/12:00;09.12.2024/11:00;SE1, SE2, SE3, SE4;-19891,159495;-14753,214033;-5137,945462;0
09.12.2024/13:00;09.12.2024/12:00;SE1, SE2, SE3, SE4;-19800,74901;-14702,170736;-5098,578274;0
09.12.2024/14:00;09.12.2024/13:00;SE1, SE2, SE3, SE4;-19923,289242;-14731,978045;-5191,311197;0
09.12.2024/15:00;09.12.2024/14:00;SE1, SE2, SE3, SE4;-20305,645929;-14817,643332;-5488,002597;0
09.12.2024/16:00;09.12.2024/15:00;SE1, SE2, SE3, SE4;-20429,494995;-14522,579926;-5906,915069;0
09.12.2024/17:00;09.12.2024/16:00;SE1, SE2, SE3, SE4;-20657,347017;-14434,422357;-6222,92466;0
09.12.2024/18:00;09.12.2024/17:00;SE1, SE2, SE3, SE4;-20384,10537;-14162,502802;-6221,602568;0
09.12.2024/19:00;09.12.2024/18:00;SE1, SE2, SE3, SE4;-19939,093152;-13856,645004;-6082,448148;0
09.12.2024/20:00;09.12.2024/19:00;SE1, SE2, SE3, SE4;-19382,892467;-13505,88043;-5877,012037;0
09.12.2024/21:00;09.12.2024/20:00;SE1, SE2, SE3, SE4;-18775,910945;-13174,929259;-5600,981686;0
09.12.2024/22:00;09.12.2024/21:00;SE1, SE2, SE3, SE4;-18079,906459;-12806,240998;-5273,665461;0
09.12.2024/23:00;09.12.2024/22:00;SE1, SE2, SE3, SE4;-17319,004991;-12394,620936;-4924,384055;0
10.12.2024/00:00;09.12.2024/23:00;SE1, SE2, SE3, SE4;-16929,773594;-12224,926937;-4704,846657;0
10.12.2024/01:00;10.12.2024/00:00;SE1, SE2, SE3, SE4;-16627,83892;-12039,099819;-4588,739101;0
10.12.2024/02:00;10.12.2024/01:00;SE1, SE2, SE3, SE4;-16499,875734;-11937,258853;-4562,616881;0
10.12.2024/03:00;10.12.2024/02:00;SE1, SE2, SE3, SE4;-16307,804149;-11755,8351;-4551,969049;0
10.12.2024/04:00;10.12.2024/03:00;SE1, SE2, SE3, SE4;-16466,495934;-11861,53028;-4604,965654;0
10.12.2024/05:00;10.12.2024/04:00;SE1, SE2, SE3, SE4;-17068,704372;-12283,454493;-4785,249879;0
10.12.2024/06:00;10.12.2024/05:00;SE1, SE2, SE3, SE4;-18618,730753;-13496,721355;-5122,009398;0
10.12.2024/07:00;10.12.2024/06:00;SE1, SE2, SE3, SE4;-19971,830513;-14561,781314;-5410,049199;0
10.12.2024/08:00;10.12.2024/07:00;SE1, SE2, SE3, SE4;-20373,608792;-14951,123523;-5422,485269;0
10.12.2024/09:00;10.12.2024/08:00;SE1, SE2, SE3, SE4;-20110,732206;-14732,808063;-5377,924143;0
10.12.2024/10:00;10.12.2024/09:00;SE1, SE2, SE3, SE4;-20144,022165;-14781,459199;-5362,562966;0
10.12.2024/11:00;10.12.2024/10:00;SE1, SE2, SE3, SE4;-19969,650699;-14645,21772;-5324,432979;0
10.12.2024/12:00;10.12.2024/11:00;SE1, SE2, SE3, SE4;-19937,144779;-14638,501974;-5298,642805;0
10.12.2024/13:00;10.12.2024/12:00;SE1, SE2, SE3, SE4;-19884,705515;-14613,613844;-5271,091671;0
10.12.2024/14:00;10.12.2024/13:00;SE1, SE2, SE3, SE4;-19952,142887;-14587,559597;-5364,58329;0
10.12.2024/15:00;10.12.2024/14:00;SE1, SE2, SE3, SE4;-20403,366182;-14730,207327;-5673,158855;0
10.12.2024/16:00;10.12.2024/15:00;SE1, SE2, SE3, SE4;-20527,358599;-14446,240152;-6081,118447;0
10.12.2024/17:00;10.12.2024/16:00;SE1, SE2, SE3, SE4;-20670,504507;-14288,033477;-6382,47103;0
10.12.2024/18:00;10.12.2024/17:00;SE1, SE2, SE3, SE4;-20411,836937;-14052,127924;-6359,709013;0
10.12.2024/19:00;10.12.2024/18:00;SE1, SE2, SE3, SE4;-20103,468764;-13898,112122;-6205,356642;0
10.12.2024/20:00;10.12.2024/19:00;SE1, SE2, SE3, SE4;-19616,291068;-13621,043648;-5995,24742;0
10.12.2024/21:00;10.12.2024/20:00;SE1, SE2, SE3, SE4;-19015,871625;-13283,344273;-5732,527352;0
10.12.2024/22:00;10.12.2024/21:00;SE1, SE2, SE3, SE4;-18329,237948;-12932,582919;-5396,655029;0
10.12.2024/23:00;10.12.2024/22:00;SE1, SE2, SE3, SE4;-17578,754405;-12542,980384;-5035,774021;0
11.12.2024/00:00;10.12.2024/23:00;SE1, SE2, SE3, SE4;-17055,070833;-12254,273319;-4800,797514;0
11.12.2024/01:00;11.12.2024/00:00;SE1, SE2, SE3, SE4;-16867,734121;-12189,565859;-4678,168262;0
11.12.2024/02:00;11.12.2024/01:00;SE1, SE2, SE3, SE4;-16736,179865;-12116,018861;-4620,161004;0
11.12.2024/03:00;11.12.2024/02:00;SE1, SE2, SE3, SE4;-16615,825854;-11991,58167;-4624,244184;0
11.12.2024/04:00;11.12.2024/03:00;SE1, SE2, SE3, SE4;-16759,809946;-12096,695004;-4663,114942;0
11.12.2024/05:00;11.12.2024/04:00;SE1, SE2, SE3, SE4;-17280,452502;-12456,04533;-4824,407172;0
11.12.2024/06:00;11.12.2024/05:00;SE1, SE2, SE3, SE4;-18645,754526;-13485,125091;-5160,629435;0
11.12.2024/07:00;11.12.2024/06:00;SE1, SE2, SE3, SE4;-19674,544698;-14253,968245;-5420,576453;0
11.12.2024/08:00;11.12.2024/07:00;SE1, SE2, SE3, SE4;-19886,807029;-14477,352038;-5409,454991;0
11.12.2024/09:00;11.12.2024/08:00;SE1, SE2, SE3, SE4;-19683,065975;-14329,407733;-5353,658242;0
11.12.2024/10:00;11.12.2024/09:00;SE1, SE2, SE3, SE4;-19572,523576;-14256,022445;-5316,501131;0
11.12.2024/11:00;11.12.2024/10:00;SE1, SE2, SE3, SE4;-19477,069744;-14181,424836;-5295,644908;0
11.12.2024/12:00;11.12.2024/11:00;SE1, SE2, SE3, SE4;-19375,161353;-14102,149602;-5273,011751;0
11.12.2024/13:00;11.12.2024/12:00;SE1, SE2, SE3, SE4;-19377,431638;-14145,896841;-5231,534797;0
11.12.2024/14:00;11.12.2024/13:00;SE1, SE2, SE3, SE4;-19525,717738;-14200,913495;-5324,804243;0
11.12.2024/15:00;11.12.2024/14:00;SE1, SE2, SE3, SE4;-19959,950275;-14318,171138;-5641,779137;0
11.12.2024/16:00;11.12.2024/15:00;SE1, SE2, SE3, SE4;-20173,03106;-14114,815756;-6058,215304;0
11.12.2024/17:00;11.12.2024/16:00;SE1, SE2, SE3, SE4;-20266,913624;-13942,074393;-6324,839231;0
11.12.2024/18:00;11.12.2024/17:00;SE1, SE2, SE3, SE4;-20142,213154;-13816,503623;-6325,709531;0
11.12.2024/19:00;11.12.2024/18:00;SE1, SE2, SE3, SE4;-19964,043635;-13732,826818;-6231,216817;0
11.12.2024/20:00;11.12.2024/19:00;SE1, SE2, SE3, SE4;-19697,607232;-13628,288814;-6069,318418;0
11.12.2024/21:00;11.12.2024/20:00;SE1, SE2, SE3, SE4;-19117,297894;-13259,303528;-5857,994366;0
11.12.2024/22:00;11.12.2024/21:00;SE1, SE2, SE3, SE4;-18478,011178;-12892,561921;-5585,449257;0
11.12.2024/23:00;11.12.2024/22:00;SE1, SE2, SE3, SE4;-17835,496795;-12548,796143;-5286,700652;0
12.12.2024/00:00;11.12.2024/23:00;SE1, SE2, SE3, SE4;-17430,057993;-12326,044761;-5104,013232;0
12.12.2024/01:00;12.12.2024/00:00;SE1, SE2, SE3, SE4;-17349,73571;-12326,764727;-5022,970983;0
12.12.2024/02:00;12.12.2024/01:00;SE1, SE2, SE3, SE4;-17405,296592;-12400,653603;-5004,642989;0
12.12.2024/03:00;12.12.2024/02:00;SE1, SE2, SE3, SE4;-17434,164421;-12405,677502;-5028,486919;0
12.12.2024/04:00;12.12.2024/03:00;SE1, SE2, SE3, SE4;-17540,559691;-12435,393672;-5105,166019;0
12.12.2024/05:00;12.12.2024/04:00;SE1, SE2, SE3, SE4;-18263,672216;-12973,020395;-5290,651821;0
12.12.2024/06:00;12.12.2024/05:00;SE1, SE2, SE3, SE4;-19762,132592;-14137,068075;-5625,064517;0
12.12.2024/07:00;12.12.2024/06:00;SE1, SE2, SE3, SE4;-20957,848143;-15077,24267;-5880,605473;0
12.12.2024/08:00;12.12.2024/07:00;SE1, SE2, SE3, SE4;-21270,646963;-15386,995322;-5883,651641;0
12.12.2024/09:00;12.12.2024/08:00;SE1, SE2, SE3, SE4;-21116,289787;-15299,993138;-5816,296649;0
12.12.2024/10:00;12.12.2024/09:00;SE1, SE2, SE3, SE4;-20810,698089;-15093,89768;-5716,800409;0
12.12.2024/11:00;12.12.2024/10:00;SE1, SE2, SE3, SE4;-20598,625946;-14974,356847;-5624,269099;0
12.12.2024/12:00;12.12.2024/11:00;SE1, SE2, SE3, SE4;-20409,438215;-14849,768352;-5559,669863;0
12.12.2024/13:00;12.12.2024/12:00;SE1, SE2, SE3, SE4;-20336,347235;-14849,59072;-5486,756515;0
12.12.2024/14:00;12.12.2024/13:00;SE1, SE2, SE3, SE4;-20541,125533;-14976,766274;-5564,359259;0
12.12.2024/15:00;12.12.2024/14:00;SE1, SE2, SE3, SE4;-20732,001163;-14860,976811;-5871,024352;0
12.12.2024/16:00;12.12.2024/15:00;SE1, SE2, SE3, SE4;-20823,393323;-14559,98512;-6263,408203;0
12.12.2024/17:00;12.12.2024/16:00;SE1, SE2, SE3, SE4;-20855,379232;-14327,323593;-6528,055639;0
12.12.2024/18:00;12.12.2024/17:00;SE1, SE2, SE3, SE4;-20593,770162;-14043,455544;-6550,314618;0
12.12.2024/19:00;12.12.2024/18:00;SE1, SE2, SE3, SE4;-20345,645021;-13865,252726;-6480,392295;0
12.12.2024/20:00;12.12.2024/19:00;SE1, SE2, SE3, SE4;-20060,262574;-13700,202514;-6360,06006;0
12.12.2024/21:00;12.12.2024/20:00;SE1, SE2, SE3, SE4;-19894,663969;-13717,794608;-6176,869361;0
12.12.2024/22:00;12.12.2024/21:00;SE1, SE2, SE3, SE4;-19464,235288;-13537,562604;-5926,672684;0
12.12.2024/23:00;12.12.2024/22:00;SE1, SE2, SE3, SE4;-18788,198145;-13154,038583;-5634,159562;0
13.12.2024/00:00;12.12.2024/23:00;SE1, SE2, SE3, SE4;-18345,434458;-12918,585992;-5426,848466;0
13.12.2024/01:00;13.12.2024/00:00;SE1, SE2, SE3, SE4;-18065,833355;-12750,166548;-5315,666807;0
13.12.2024/02:00;13.12.2024/01:00;SE1, SE2, SE3, SE4;-17829,000692;-12576,876103;-5252,124589;0
13.12.2024/03:00;13.12.2024/02:00;SE1, SE2, SE3, SE4;-17737,910104;-12513,859947;-5224,050157;0
13.12.2024/04:00;13.12.2024/03:00;SE1, SE2, SE3, SE4;-17765,699199;-12517,558181;-5248,141018;0
13.12.2024/05:00;13.12.2024/04:00;SE1, SE2, SE3, SE4;-18242,017626;-12886,717668;-5355,299958;0
13.12.2024/06:00;13.12.2024/05:00;SE1, SE2, SE3, SE4;-19664,249423;-14044,464252;-5619,785171;0
13.12.2024/07:00;13.12.2024/06:00;SE1, SE2, SE3, SE4;-20838,590211;-15032,785389;-5805,804822;0
13.12.2024/08:00;13.12.2024/07:00;SE1, SE2, SE3, SE4;-21002,218353;-15249,768662;-5752,449691;0
13.12.2024/09:00;13.12.2024/08:00;SE1, SE2, SE3, SE4;-20833,974334;-15171,949881;-5662,024453;0
13.12.2024/10:00;13.12.2024/09:00;SE1, SE2, SE3, SE4;-20862,13413;-15253,495356;-5608,638774;0
13.12.2024/11:00;13.12.2024/10:00;SE1, SE2, SE3, SE4;-20713,490184;-15137,550336;-5575,939848;0
13.12.2024/12:00;13.12.2024/11:00;SE1, SE2, SE3, SE4;-20453,803958;-14919,124363;-5534,679595;0
13.12.2024/13:00;13.12.2024/12:00;SE1, SE2, SE3, SE4;-20184,487026;-14681,863599;-5502,623427;0
13.12.2024/14:00;13.12.2024/13:00;SE1, SE2, SE3, SE4;-20084,910375;-14537,714749;-5547,195626;0
13.12.2024/15:00;13.12.2024/14:00;SE1, SE2, SE3, SE4;-20139,441667;-14377,33441;-5762,107257;0
13.12.2024/16:00;13.12.2024/15:00;SE1, SE2, SE3, SE4;-20119,442501;-14116,570715;-6002,871786;0
13.12.2024/17:00;13.12.2024/16:00;SE1, SE2, SE3, SE4;-20002,785854;-13885,039154;-6117,7467;0
13.12.2024/18:00;13.12.2024/17:00;SE1, SE2, SE3, SE4;-19382,951947;-13402,015154;-5980,936793;0
13.12.2024/19:00;13.12.2024/18:00;SE1, SE2, SE3, SE4;-18861,182326;-13091,227501;-5769,954825;0
13.12.2024/20:00;13.12.2024/19:00;SE1, SE2, SE3, SE4;-18229,580831;-12741,516445;-5488,064386;0
13.12.2024/21:00;13.12.2024/20:00;SE1, SE2, SE3, SE4;-17626,349632;-12387,145546;-5239,204086;0
13.12.2024/22:00;13.12.2024/21:00;SE1, SE2, SE3, SE4;-17027,955458;-12032,36431;-4995,591148;0
13.12.2024/23:00;13.12.2024/22:00;SE1, SE2, SE3, SE4;-16511,102986;-11792,46821;-4718,634776;0
14.12.2024/00:00;13.12.2024/23:00;SE1, SE2, SE3, SE4;-16160,748924;-11662,486463;-4498,262461;0
14.12.2024/01:00;14.12.2024/00:00;SE1, SE2, SE3, SE4;-15843,350556;-11507,724043;-4335,626513;0
14.12.2024/02:00;14.12.2024/01:00;SE1, SE2, SE3, SE4;-15528,975457;-11290,272337;-4238,70312;0
14.12.2024/03:00;14.12.2024/02:00;SE1, SE2, SE3, SE4;-15487,467583;-11295,853617;-4191,613966;0
14.12.2024/04:00;14.12.2024/03:00;SE1, SE2, SE3, SE4;-15505,559688;-11323,570539;-4181,989149;0
14.12.2024/05:00;14.12.2024/04:00;SE1, SE2, SE3, SE4;-15711,518446;-11481,894772;-4229,623674;0
14.12.2024/06:00;14.12.2024/05:00;SE1, SE2, SE3, SE4;-16040,836235;-11704,011607;-4336,824628;0
14.12.2024/07:00;14.12.2024/06:00;SE1, SE2, SE3, SE4;-16587,289297;-12039,698421;-4547,590876;0
14.12.2024/08:00;14.12.2024/07:00;SE1, SE2, SE3, SE4;-17186,191918;-12359,24639;-4826,945528;0
14.12.2024/09:00;14.12.2024/08:00;SE1, SE2, SE3, SE4;-17745,062042;-12673,447663;-5071,614379;0
14.12.2024/10:00;14.12.2024/09:00;SE1, SE2, SE3, SE4;-18108,206355;-12850,855014;-5257,351341;0
14.12.2024/11:00;14.12.2024/10:00;SE1, SE2, SE3, SE4;-18338,051513;-12966,976298;-5371,075215;0
14.12.2024/12:00;14.12.2024/11:00;SE1, SE2, SE3, SE4;-18287,942296;-12896,571004;-5391,371292;0
14.12.2024/13:00;14.12.2024/12:00;SE1, SE2, SE3, SE4;-18204,584956;-12842,058792;-5362,526164;0
14.12.2024/14:00;14.12.2024/13:00;SE1, SE2, SE3, SE4;-18201,362211;-12821,185746;-5380,176465;0
14.12.2024/15:00;14.12.2024/14:00;SE1, SE2, SE3, SE4;-18570,265072;-13022,991885;-5547,273187;0
14.12.2024/16:00;14.12.2024/15:00;SE1, SE2, SE3, SE4;-18789,144782;-13040,705749;-5748,439033;0
