Date/Time CET/CEST;Date/Time UTC;MBA;Consumption Total [MWh];Metered [MWh];Profiled [MWh];Flex-settled [MWh]
11.03.2024/11:00;11.03.2024/10:00;SE1, SE2, SE3, SE4;-17937,80965;-13299,650689;-4638,158961;0
11.03.2024/12:00;11.03.2024/11:00;SE1, SE2, SE3, SE4;-17663,793074;-13137,062008;-4526,731066;0
11.03.2024/13:00;11.03.2024/12:00;SE1, SE2, SE3, SE4;-17441,349723;-13040,087959;-4401,261764;0
11.03.2024/14:00;11.03.2024/13:00;SE1, SE2, SE3, SE4;-17426,092501;-13056,802529;-4369,289972;0
11.03.2024/15:00;11.03.2024/14:00;SE1, SE2, SE3, SE4;-17682,709683;-13182,531017;-4500,178666;0
11.03.2024/16:00;11.03.2024/15:00;SE1, SE2, SE3, SE4;-17961,561175;-13070,456717;-4891,104458;0
11.03.2024/17:00;11.03.2024/16:00;SE1, SE2, SE3, SE4;-18853,69383;-13344,330869;-5509,362961;0
11.03.2024/18:00;11.03.2024/17:00;SE1, SE2, SE3, SE4;-19172,170524;-13358,84228;-5813,328244;0
11.03.2024/19:00;11.03.2024/18:00;SE1, SE2, SE3, SE4;-19029,174583;-13242,835895;-5786,338688;0
11.03.2024/20:00;11.03.2024/19:00;SE1, SE2, SE3, SE4;-18578,087895;-12978,253904;-5599,833991;0
11.03.2024/21:00;11.03.2024/20:00;SE1, SE2, SE3, SE4;-17961,404434;-12592,331429;-5369,073005;0
11.03.2024/22:00;11.03.2024/21:00;SE1, SE2, SE3, SE4;-17324,706386;-12255,265827;-5069,440559;0
11.03.2024/23:00;11.03.2024/22:00;SE1, SE2, SE3, SE4;-16608,209952;-11839,669915;-4768,540037;0
12.03.2024/00:00;11.03.2024/23:00;SE1, SE2, SE3, SE4;-15982,319534;-11380,667022;-4601,652512;0
12.03.2024/01:00;12.03.2024/00:00;SE1, SE2, SE3, SE4;-15788,142613;-11258,543845;-4529,598768;0
12.03.2024/02:00;12.03.2024/01:00;SE1, SE2, SE3, SE4;-15762,525888;-11228,938751;-4533,587137;0
12.03.2024/03:00;12.03.2024/02:00;SE1, SE2, SE3, SE4;-15783,809724;-11210,612527;-4573,197197;0
12.03.2024/04:00;12.03.2024/03:00;SE1, SE2, SE3, SE4;-16045,356233;-11390,278144;-4655,078089;0
12.03.2024/05:00;12.03.2024/04:00;SE1, SE2, SE3, SE4;-16754,818967;-11901,402909;-4853,416058;0
12.03.2024/06:00;12.03.2024/05:00;SE1, SE2, SE3, SE4;-18106,029389;-12993,515756;-5112,513633;0
12.03.2024/07:00;12.03.2024/06:00;SE1, SE2, SE3, SE4;-19261,927969;-13985,864251;-5276,063718;0
12.03.2024/08:00;12.03.2024/07:00;SE1, SE2, SE3, SE4;-19194,267567;-14006,915368;-5187,352199;0
12.03.2024/09:00;12.03.2024/08:00;SE1, SE2, SE3, SE4;-18836,13238;-13817,4271;-5018,70528;0
12.03.2024/10:00;12.03.2024/09:00;SE1, SE2, SE3, SE4;-18498,877805;-13666,823863;-4832,053942;0
12.03.2024/11:00;12.03.2024/10:00;SE1, SE2, SE3, SE4;-18009,306799;-13331,962113;-4677,344686;0
12.03.2024/12:00;12.03.2024/11:00;SE1, SE2, SE3, SE4;-17765,349935;-13224,660524;-4540,689411;0
12.03.2024/13:00;12.03.2024/12:00;SE1, SE2, SE3, SE4;-17456,466513;-13077,464833;-4379,00168;0
12.03.2024/14:00;12.03.2024/13:00;SE1, SE2, SE3, SE4;-17198,60693;-12880,588023;-4318,018907;0
12.03.2024/15:00;12.03.2024/14:00;SE1, SE2, SE3, SE4;-17292,003927;-12881,511495;-4410,492432;0
12.03.2024/16:00;12.03.2024/15:00;SE1, SE2, SE3, SE4;-17706,053234;-12915,210986;-4790,842248;0
12.03.2024/17:00;12.03.2024/16:00;SE1, SE2, SE3, SE4;-18546,16009;-13156,669567;-5389,490523;0
12.03.2024/18:00;12.03.2024/17:00;SE1, SE2, SE3, SE4;-18775,994715;-13099,410225;-5676,58449;0
12.03.2024/19:00;12.03.2024/18:00;SE1, SE2, SE3, SE4;-18528,724977;-12907,674303;-5621,050674;0
12.03.2024/20:00;12.03.2024/19:00;SE1, SE2, SE3, SE4;-18058,630285;-12636,586509;-5422,043776;0
12.03.2024/21:00;12.03.2024/20:00;SE1, SE2, SE3, SE4;-17512,850093;-12349,956628;-5162,893465;0
12.03.2024/22:00;12.03.2024/21:00;SE1, SE2, SE3, SE4;-16630,137819;-11779,199414;-4850,938405;0
12.03.2024/23:00;12.03.2024/22:00;SE1, SE2, SE3, SE4;-15967,222502;-11442,499946;-4524,722556;0
13.03.2024/00:00;12.03.2024/23:00;SE1, SE2, SE3, SE4;-15615,181187;-11274,558647;-4340,62254;0
13.03.2024/01:00;13.03.2024/00:00;SE1, SE2, SE3, SE4;-15385,371758;-11147,408814;-4237,962944;0
13.03.2024/02:00;13.03.2024/01:00;SE1, SE2, SE3, SE4;-15317,672724;-11110,993795;-4206,678929;0
13.03.2024/03:00;13.03.2024/02:00;SE1, SE2, SE3, SE4;-15404,934345;-11171,98277;-4232,951575;0
13.03.2024/04:00;13.03.2024/03:00;SE1, SE2, SE3, SE4;-15482,527613;-11203,912223;-4278,61539;0
13.03.2024/05:00;13.03.2024/04:00;SE1, SE2, SE3, SE4;-16045,480759;-11603,020201;-4442,460558;0
13.03.2024/06:00;13.03.2024/05:00;SE1, SE2, SE3, SE4;-17430,025476;-12745,329925;-4684,695551;0
13.03.2024/07:00;13.03.2024/06:00;SE1, SE2, SE3, SE4;-18563,5463;-13692,170894;-4871,375406;0
13.03.2024/08:00;13.03.2024/07:00;SE1, SE2, SE3, SE4;-18953,005196;-14085,197073;-4867,808123;0
13.03.2024/09:00;13.03.2024/08:00;SE1, SE2, SE3, SE4;-18934,717474;-14112,632784;-4822,08469;0
13.03.2024/10:00;13.03.2024/09:00;SE1, SE2, SE3, SE4;-18777,744924;-14020,412374;-4757,33255;0
13.03.2024/11:00;13.03.2024/10:00;SE1, SE2, SE3, SE4;-18716,683493;-13990,198954;-4726,484539;0
13.03.2024/12:00;13.03.2024/11:00;SE1, SE2, SE3, SE4;-18442,627533;-13764,848509;-4677,779024;0
13.03.2024/13:00;13.03.2024/12:00;SE1, SE2, SE3, SE4;-18350,884562;-13761,03559;-4589,848972;0
13.03.2024/14:00;13.03.2024/13:00;SE1, SE2, SE3, SE4;-18231,84024;-13662,98511;-4568,85513;0
13.03.2024/15:00;13.03.2024/14:00;SE1, SE2, SE3, SE4;-18189,751992;-13515,271277;-4674,480715;0
13.03.2024/16:00;13.03.2024/15:00;SE1, SE2, SE3, SE4;-18250,250776;-13246,334118;-5003,916658;0
13.03.2024/17:00;13.03.2024/16:00;SE1, SE2, SE3, SE4;-18721,71253;-13230,983493;-5490,729037;0
13.03.2024/18:00;13.03.2024/17:00;SE1, SE2, SE3, SE4;-18937,857962;-13266,57719;-5671,280772;0
13.03.2024/19:00;13.03.2024/18:00;SE1, SE2, SE3, SE4;-18603,198463;-13056,200604;-5546,997859;0
13.03.2024/20:00;13.03.2024/19:00;SE1, SE2, SE3, SE4;-18085,269765;-12770,65972;-5314,610045;0
13.03.2024/21:00;13.03.2024/20:00;SE1, SE2, SE3, SE4;-17407,508945;-12392,677801;-5014,831144;0
13.03.2024/22:00;13.03.2024/21:00;SE1, SE2, SE3, SE4;-16657,438941;-11990,499323;-4666,939618;0
13.03.2024/23:00;13.03.2024/22:00;SE1, SE2, SE3, SE4;-15975,39942;-11659,819141;-4315,580279;0
14.03.2024/00:00;13.03.2024/23:00;SE1, SE2, SE3, SE4;-15336,19161;-11255,6892;-4080,50241;0
14.03.2024/01:00;14.03.2024/00:00;SE1, SE2, SE3, SE4;-15032,47252;-11103,971948;-3928,500572;0
14.03.2024/02:00;14.03.2024/01:00;SE1, SE2, SE3, SE4;-14664,389291;-10820,418974;-3843,970317;0
14.03.2024/03:00;14.03.2024/02:00;SE1, SE2, SE3, SE4;-14645,252996;-10830,2386;-3815,014396;0
14.03.2024/04:00;14.03.2024/03:00;SE1, SE2, SE3, SE4;-14690,591301;-10864,715137;-3825,876164;0
14.03.2024/05:00;14.03.2024/04:00;SE1, SE2, SE3, SE4;-15285,347776;-11342,601746;-3942,74603;0
14.03.2024/06:00;14.03.2024/05:00;SE1, SE2, SE3, SE4;-16644,890291;-12499,520952;-4145,369339;0
14.03.2024/07:00;14.03.2024/06:00;SE1, SE2, SE3, SE4;-17751,614223;-13437,629637;-4313,984586;0
14.03.2024/08:00;14.03.2024/07:00;SE1, SE2, SE3, SE4;-18028,64957;-13720,034783;-4308,614787;0
14.03.2024/09:00;14.03.2024/08:00;SE1, SE2, SE3, SE4;-17930,566265;-13662,564189;-4268,002076;0
14.03.2024/10:00;14.03.2024/09:00;SE1, SE2, SE3, SE4;-17714,754714;-13499,667578;-4215,087136;0
14.03.2024/11:00;14.03.2024/10:00;SE1, SE2, SE3, SE4;-17576,956515;-13408,842522;-4168,113993;0
14.03.2024/12:00;14.03.2024/11:00;SE1, SE2, SE3, SE4;-17403,583954;-13291,927939;-4111,656015;0
14.03.2024/13:00;14.03.2024/12:00;SE1, SE2, SE3, SE4;-17283,02597;-13262,953641;-4020,072329;0
14.03.2024/14:00;14.03.2024/13:00;SE1, SE2, SE3, SE4;-17168,694568;-13176,778951;-3991,915617;0
14.03.2024/15:00;14.03.2024/14:00;SE1, SE2, SE3, SE4;-17194,654768;-13111,5487;-4083,106068;0
14.03.2024/16:00;14.03.2024/15:00;SE1, SE2, SE3, SE4;-17270,363423;-12864,253654;-4406,109769;0
14.03.2024/17:00;14.03.2024/16:00;SE1, SE2, SE3, SE4;-17820,947606;-12932,124123;-4888,823483;0
14.03.2024/18:00;14.03.2024/17:00;SE1, SE2, SE3, SE4;-17805,632422;-12732,391944;-5073,240478;0
14.03.2024/19:00;14.03.2024/18:00;SE1, SE2, SE3, SE4;-17541,279169;-12541,361491;-4999,917678;0
14.03.2024/20:00;14.03.2024/19:00;SE1, SE2, SE3, SE4;-17124,12184;-12349,955289;-4774,166551;0
14.03.2024/21:00;14.03.2024/20:00;SE1, SE2, SE3, SE4;-16596,4632;-12090,064576;-4506,398624;0
14.03.2024/22:00;14.03.2024/21:00;SE1, SE2, SE3, SE4;-15782,657288;-11612,446357;-4170,210931;0
14.03.2024/23:00;14.03.2024/22:00;SE1, SE2, SE3, SE4;-15133,322255;-11303,209155;-3830,1131;0
15.03.2024/00:00;14.03.2024/23:00;SE1, SE2, SE3, SE4;-14599,190042;-10981,908572;-3617,28147;0
15.03.2024/01:00;15.03.2024/00:00;SE1, SE2, SE3, SE4;-14199,248795;-10714,82852;-3484,420275;0
15.03.2024/02:00;15.03.2024/01:00;SE1, SE2, SE3, SE4;-14060,668388;-10638,294806;-3422,373582;0
15.03.2024/03:00;15.03.2024/02:00;SE1, SE2, SE3, SE4;-13985,524741;-10568,358778;-3417,165963;0
15.03.2024/04:00;15.03.2024/03:00;SE1, SE2, SE3, SE4;-14075,781241;-10638,342467;-3437,438774;0
15.03.2024/05:00;15.03.2024/04:00;SE1, SE2, SE3, SE4;-14467,017997;-10900,686837;-3566,33116;0
15.03.2024/06:00;15.03.2024/05:00;SE1, SE2, SE3, SE4;-15659,518549;-11885,094565;-3774,423984;0
15.03.2024/07:00;15.03.2024/06:00;SE1, SE2, SE3, SE4;-16797,51628;-12822,933893;-3974,582387;0
15.03.2024/08:00;15.03.2024/07:00;SE1, SE2, SE3, SE4;-16899,863231;-12905,745564;-3994,117667;0
15.03.2024/09:00;15.03.2024/08:00;SE1, SE2, SE3, SE4;-16621,01829;-12681,02845;-3939,98984;0
15.03.2024/10:00;15.03.2024/09:00;SE1, SE2, SE3, SE4;-16510,466231;-12618,733174;-3891,733057;0
15.03.2024/11:00;15.03.2024/10:00;SE1, SE2, SE3, SE4;-16188,253162;-12315,376071;-3872,877091;0
15.03.2024/12:00;15.03.2024/11:00;SE1, SE2, SE3, SE4;-16121,795588;-12245,921359;-3875,874229;0
15.03.2024/13:00;15.03.2024/12:00;SE1, SE2, SE3, SE4;-15887,985791;-12040,850033;-3847,135758;0
15.03.2024/14:00;15.03.2024/13:00;SE1, SE2, SE3, SE4;-15777,406005;-11891,503216;-3885,902789;0
15.03.2024/15:00;15.03.2024/14:00;SE1, SE2, SE3, SE4;-15865,306255;-11830,224008;-4035,082247;0
15.03.2024/16:00;15.03.2024/15:00;SE1, SE2, SE3, SE4;-16048,578619;-11705,67671;-4342,901909;0
15.03.2024/17:00;15.03.2024/16:00;SE1, SE2, SE3, SE4;-16558,652097;-11795,874869;-4762,777228;0
15.03.2024/18:00;15.03.2024/17:00;SE1, SE2, SE3, SE4;-16734,195417;-11817,343501;-4916,851916;0
15.03.2024/19:00;15.03.2024/18:00;SE1, SE2, SE3, SE4;-16250,446051;-11472,352125;-4778,093926;0
15.03.2024/20:00;15.03.2024/19:00;SE1, SE2, SE3, SE4;-15487,288831;-11008,571834;-4478,716997;0
15.03.2024/21:00;15.03.2024/20:00;SE1, SE2, SE3, SE4;-14853,907621;-10621,964129;-4231,943492;0
15.03.2024/22:00;15.03.2024/21:00;SE1, SE2, SE3, SE4;-14245,698974;-10252,690972;-3993,008002;0
15.03.2024/23:00;15.03.2024/22:00;SE1, SE2, SE3, SE4;-13777,311713;-10022,245053;-3755,06666;0
16.03.2024/00:00;15.03.2024/23:00;SE1, SE2, SE3, SE4;-13327,389318;-9763,782875;-3563,606443;0
16.03.2024/01:00;16.03.2024/00:00;SE1, SE2, SE3, SE4;-13102,544216;-9663,315053;-3439,229163;0
16.03.2024/02:00;16.03.2024/01:00;SE1, SE2, SE3, SE4;-12991,6468;-9617,149933;-3374,496867;0
16.03.2024/03:00;16.03.2024/02:00;SE1, SE2, SE3, SE4;-12946,426;-9586,88596;-3359,54004;0
16.03.2024/04:00;16.03.2024/03:00;SE1, SE2, SE3, SE4;-12972,523053;-9616,496264;-3356,026789;0
16.03.2024/05:00;16.03.2024/04:00;SE1, SE2, SE3, SE4;-13125,082025;-9724,860445;-3400,22158;0
16.03.2024/06:00;16.03.2024/05:00;SE1, SE2, SE3, SE4;-13323,745531;-9885,88221;-3437,863321;0
16.03.2024/07:00;16.03.2024/06:00;SE1, SE2, SE3, SE4;-13835,840031;-10163,698563;-3672,141468;0
16.03.2024/08:00;16.03.2024/07:00;SE1, SE2, SE3, SE4;-14387,891272;-10383,980665;-4003,910607;0
16.03.2024/09:00;16.03.2024/08:00;SE1, SE2, SE3, SE4;-14877,813903;-10620,675327;-4257,138576;0
16.03.2024/10:00;16.03.2024/09:00;SE1, SE2, SE3, SE4;-15178,382195;-10794,809612;-4383,572583;0
16.03.2024/11:00;16.03.2024/10:00;SE1, SE2, SE3, SE4;-15291,259809;-10829,917924;-4461,341885;0
16.03.2024/12:00;16.03.2024/11:00;SE1, SE2, SE3, SE4;-15316,39487;-10812,13682;-4504,25805;0
16.03.2024/13:00;16.03.2024/12:00;SE1, SE2, SE3, SE4;-15341,629453;-10849,31731;-4492,312143;0
16.03.2024/14:00;16.03.2024/13:00;SE1, SE2, SE3, SE4;-15521,987112;-10978,132952;-4543,85416;0
16.03.2024/15:00;16.03.2024/14:00;SE1, SE2, SE3, SE4;-15779,178787;-11104,485838;-4674,692949;0
16.03.2024/16:00;16.03.2024/15:00;SE1, SE2, SE3, SE4;-16324,683166;-11369,698187;-4954,984979;0
16.03.2024/17:00;16.03.2024/16:00;SE1, SE2, SE3, SE4;-17031,67008;-11695,073161;-5336,596919;0
16.03.2024/18:00;16.03.2024/17:00;SE1, SE2, SE3, SE4;-17412,338254;-11852,905361;-5559,432893;0
16.03.2024/19:00;16.03.2024/18:00;SE1, SE2, SE3, SE4;-17236,844153;-11764,505875;-5472,338278;0
16.03.2024/20:00;16.03.2024/19:00;SE1, SE2, SE3, SE4;-16787,812189;-11532,589128;-5255,223061;0
16.03.2024/21:00;16.03.2024/20:00;SE1, SE2, SE3, SE4;-16393,982116;-11314,832318;-5079,149798;0
16.03.2024/22:00;16.03.2024/21:00;SE1, SE2, SE3, SE4;-15964,31639;-11053,679947;-4910,636443;0
16.03.2024/23:00;16.03.2024/22:00;SE1, SE2, SE3, SE4;-15678,528931;-10945,997095;-4732,531836;0
17.03.2024/00:00;16.03.2024/23:00;SE1, SE2, SE3, SE4;-15468,875802;-10866,592802;-4602,283;0
17.03.2024/01:00;17.03.2024/00:00;SE1, SE2, SE3, SE4;-15251,084855;-10708,066997;-4543,017858;0
17.03.2024/02:00;17.03.2024/01:00;SE1, SE2, SE3, SE4;-15194,511096;-10652,744139;-4541,766957;0
17.03.2024/03:00;17.03.2024/02:00;SE1, SE2, SE3, SE4;-15170,00341;-10606,613366;-4563,390044;0
17.03.2024/04:00;17.03.2024/03:00;SE1, SE2, SE3, SE4;-15336,870955;-10715,700783;-4621,170172;0
17.03.2024/05:00;17.03.2024/04:00;SE1, SE2, SE3, SE4;-15576,562119;-10869,430651;-4707,131468;0
17.03.2024/06:00;17.03.2024/05:00;SE1, SE2, SE3, SE4;-15664,469069;-10924,16839;-4740,300679;0
17.03.2024/07:00;17.03.2024/06:00;SE1, SE2, SE3, SE4;-15914,303767;-11018,989975;-4895,313792;0
17.03.2024/08:00;17.03.2024/07:00;SE1, SE2, SE3, SE4;-15998,058883;-10948,204383;-5049,8545;0
17.03.2024/09:00;17.03.2024/08:00;SE1, SE2, SE3, SE4;-15909,75523;-10825,551906;-5084,203324;0
17.03.2024/10:00;17.03.2024/09:00;SE1, SE2, SE3, SE4;-15776,40386;-10768,700669;-5007,703191;0
17.03.2024/11:00;17.03.2024/10:00;SE1, SE2, SE3, SE4;-15681,090236;-10753,885773;-4927,204463;0
17.03.2024/12:00;17.03.2024/11:00;SE1, SE2, SE3, SE4;-15496,11255;-10692,246927;-4803,865623;0
17.03.2024/13:00;17.03.2024/12:00;SE1, SE2, SE3, SE4;-15308,996359;-10645,29117;-4663,705189;0
17.03.2024/14:00;17.03.2024/13:00;SE1, SE2, SE3, SE4;-15194,67313;-10626,072303;-4568,600827;0
17.03.2024/15:00;17.03.2024/14:00;SE1, SE2, SE3, SE4;-15485,797493;-10880,448789;-4605,348704;0
17.03.2024/16:00;17.03.2024/15:00;SE1, SE2, SE3, SE4;-16033,212797;-11157,158278;-4876,054519;0
17.03.2024/17:00;17.03.2024/16:00;SE1, SE2, SE3, SE4;-17123,126003;-11724,916362;-5398,209641;0
17.03.2024/18:00;17.03.2024/17:00;SE1, SE2, SE3, SE4;-18001,226477;-12157,675181;-5843,551296;0
17.03.2024/19:00;17.03.2024/18:00;SE1, SE2, SE3, SE4;-18135,167744;-12190,665812;-5944,501932;0
17.03.2024/20:00;17.03.2024/19:00;SE1, SE2, SE3, SE4;-17860,696787;-12085,992695;-5774,704092;0
17.03.2024/21:00;17.03.2024/20:00;SE1, SE2, SE3, SE4;-17510,71173;-11950,217497;-5560,494233;0
17.03.2024/22:00;17.03.2024/21:00;SE1, SE2, SE3, SE4;-17050,9403;-11747,377053;-5303,563247;0
17.03.2024/23:00;17.03.2024/22:00;SE1, SE2, SE3, SE4;-16775,051019;-11729,109428;-5045,941591;0
18.03.2024/00:00;17.03.2024/23:00;SE1, SE2, SE3, SE4;-16641,078747;-11711,13948;-4929,939267;0
18.03.2024/01:00;18.03.2024/00:00;SE1, SE2, SE3, SE4;-16685,19789;-11772,893364;-4912,304526;0
18.03.2024/02:00;18.03.2024/01:00;SE1, SE2, SE3, SE4;-16554,739931;-11608,788081;-4945,95185;0
18.03.2024/03:00;18.03.2024/02:00;SE1, SE2, SE3, SE4;-16663,89583;-11647,142416;-5016,753414;0
18.03.2024/04:00;18.03.2024/03:00;SE1, SE2, SE3, SE4;-16953,71723;-11817,622008;-5136,095222;0
18.03.2024/05:00;18.03.2024/04:00;SE1, SE2, SE3, SE4;-17670,605509;-12320,529821;-5350,075688;0
18.03.2024/06:00;18.03.2024/05:00;SE1, SE2, SE3, SE4;-18799,967903;-13209,010501;-5590,957402;0
18.03.2024/07:00;18.03.2024/06:00;SE1, SE2, SE3, SE4;-19561,638226;-13901,029217;-5660,609009;0
18.03.2024/08:00;18.03.2024/07:00;SE1, SE2, SE3, SE4;-19209,313798;-13810,925257;-5398,388541;0
18.03.2024/09:00;18.03.2024/08:00;SE1, SE2, SE3, SE4;-18715,964401;-13597,233575;-5118,730826;0
18.03.2024/10:00;18.03.2024/09:00;SE1, SE2, SE3, SE4;-18234,321745;-13365,445342;-4868,876403;0
18.03.2024/11:00;18.03.2024/10:00;SE1, SE2, SE3, SE4;-17958,211216;-13274,399372;-4683,811844;0
18.03.2024/12:00;18.03.2024/11:00;SE1, SE2, SE3, SE4;-17628,349968;-13105,056916;-4523,293052;0
18.03.2024/13:00;18.03.2024/12:00;SE1, SE2, SE3, SE4;-17393,655412;-13060,718084;-4332,937328;0
18.03.2024/14:00;18.03.2024/13:00;SE1, SE2, SE3, SE4;-17172,747289;-12927,484319;-4245,26297;0
18.03.2024/15:00;18.03.2024/14:00;SE1, SE2, SE3, SE4;-17228,720623;-12906,719159;-4322,001464;0
18.03.2024/16:00;18.03.2024/15:00;SE1, SE2, SE3, SE4;-17493,668565;-12809,466667;-4684,201898;0
18.03.2024/17:00;18.03.2024/16:00;SE1, SE2, SE3, SE4;-18475,033604;-13151,914377;-5323,119227;0
18.03.2024/18:00;18.03.2024/17:00;SE1, SE2, SE3, SE4;-19008,341235;-13268,554248;-5739,786987;0
18.03.2024/19:00;18.03.2024/18:00;SE1, SE2, SE3, SE4;-19051,485927;-13234,448099;-5817,037828;0
18.03.2024/20:00;18.03.2024/19:00;SE1, SE2, SE3, SE4;-18641,864566;-12973,035301;-5668,829265;0
18.03.2024/21:00;18.03.2024/20:00;SE1, SE2, SE3, SE4;-18096,708882;-12629,566929;-5467,141953;0
18.03.2024/22:00;18.03.2024/21:00;SE1, SE2, SE3, SE4;-17452,571088;-12276,609255;-5175,961833;0
18.03.2024/23:00;18.03.2024/22:00;SE1, SE2, SE3, SE4;-16932,258291;-12024,760237;-4907,498054;0
19.03.2024/00:00;18.03.2024/23:00;SE1, SE2, SE3, SE4;-16643,078147;-11862,167803;-4780,910344;0
19.03.2024/01:00;19.03.2024/00:00;SE1, SE2, SE3, SE4;-16416,419955;-11698,922718;-4717,497237;0
19.03.2024/02:00;19.03.2024/01:00;SE1, SE2, SE3, SE4;-16281,141675;-11548,782553;-4732,359122;0
19.03.2024/03:00;19.03.2024/02:00;SE1, SE2, SE3, SE4;-16292,133827;-11513,983797;-4778,15003;0
19.03.2024/04:00;19.03.2024/03:00;SE1, SE2, SE3, SE4;-16502,140948;-11626,158091;-4875,982857;0
19.03.2024/05:00;19.03.2024/04:00;SE1, SE2, SE3, SE4;-17183,619312;-12129,183527;-5054,435785;0
19.03.2024/06:00;19.03.2024/05:00;SE1, SE2, SE3, SE4;-18326,683824;-13050,045823;-5276,638001;0
19.03.2024/07:00;19.03.2024/06:00;SE1, SE2, SE3, SE4;-19051,853977;-13715,711736;-5336,142241;0
19.03.2024/08:00;19.03.2024/07:00;SE1, SE2, SE3, SE4;-18715,100431;-13614,376939;-5100,723492;0
19.03.2024/09:00;19.03.2024/08:00;SE1, SE2, SE3, SE4;-18303,373924;-13445,043176;-4858,330748;0
19.03.2024/10:00;19.03.2024/09:00;SE1, SE2, SE3, SE4;-18008,921721;-13379,914742;-4629,006979;0
19.03.2024/11:00;19.03.2024/10:00;SE1, SE2, SE3, SE4;-17601,610969;-13126,372655;-4475,238314;0
19.03.2024/12:00;19.03.2024/11:00;SE1, SE2, SE3, SE4;-17196,665319;-12846,982692;-4349,682627;0
19.03.2024/13:00;19.03.2024/12:00;SE1, SE2, SE3, SE4;-16957,287503;-12743,015465;-4214,272038;0
19.03.2024/14:00;19.03.2024/13:00;SE1, SE2, SE3, SE4;-16983,853926;-12815,705913;-4168,148013;0
19.03.2024/15:00;19.03.2024/14:00;SE1, SE2, SE3, SE4;-17142,983573;-12867,309521;-4275,674052;0
19.03.2024/16:00;19.03.2024/15:00;SE1, SE2, SE3, SE4;-17331,929027;-12683,191372;-4648,737655;0
19.03.2024/17:00;19.03.2024/16:00;SE1, SE2, SE3, SE4;-18145,223455;-12914,822442;-5230,401013;0
19.03.2024/18:00;19.03.2024/17:00;SE1, SE2, SE3, SE4;-18665,719164;-13082,204621;-5583,514543;0
19.03.2024/19:00;19.03.2024/18:00;SE1, SE2, SE3, SE4;-18561,744273;-12961,013593;-5600,73068;0
19.03.2024/20:00;19.03.2024/19:00;SE1, SE2, SE3, SE4;-18138,550536;-12722,611844;-5415,938692;0
19.03.2024/21:00;19.03.2024/20:00;SE1, SE2, SE3, SE4;-17496,840938;-12326,115721;-5170,725217;0
19.03.2024/22:00;19.03.2024/21:00;SE1, SE2, SE3, SE4;-16823,393406;-11957,558447;-4865,834959;0
19.03.2024/23:00;19.03.2024/22:00;SE1, SE2, SE3, SE4;-16194,941435;-11648,285722;-4546,655713;0
20.03.2024/00:00;19.03.2024/23:00;SE1, SE2, SE3, SE4;-15659,436402;-11304,505633;-4354,930769;0
20.03.2024/01:00;20.03.2024/00:00;SE1, SE2, SE3, SE4;-15338,08984;-11080,82167;-4257,26817;0
20.03.2024/02:00;20.03.2024/01:00;SE1, SE2, SE3, SE4;-15189,520165;-10970,946553;-4218,573612;0
20.03.2024/03:00;20.03.2024/02:00;SE1, SE2, SE3, SE4;-15133,392494;-10910,996693;-4222,395801;0
20.03.2024/04:00;20.03.2024/03:00;SE1, SE2, SE3, SE4;-15255,155342;-11010,911887;-4244,243455;0
20.03.2024/05:00;20.03.2024/04:00;SE1, SE2, SE3, SE4;-15759,463694;-11401,175142;-4358,288552;0
20.03.2024/06:00;20.03.2024/05:00;SE1, SE2, SE3, SE4;-17051,291982;-12491,47078;-4559,821202;0
20.03.2024/07:00;20.03.2024/06:00;SE1, SE2, SE3, SE4;-18178,723531;-13452,307364;-4726,416167;0
20.03.2024/08:00;20.03.2024/07:00;SE1, SE2, SE3, SE4;-18353,491611;-13653,846342;-4699,645269;0
20.03.2024/09:00;20.03.2024/08:00;SE1, SE2, SE3, SE4;-18199,680364;-13569,966772;-4629,713592;0
20.03.2024/10:00;20.03.2024/09:00;SE1, SE2, SE3, SE4;-18157,993064;-13614,286392;-4543,706672;0
20.03.2024/11:00;20.03.2024/10:00;SE1, SE2, SE3, SE4;-17866,807439;-13364,850016;-4501,957423;0
20.03.2024/12:00;20.03.2024/11:00;SE1, SE2, SE3, SE4;-17690,270193;-13227,877688;-4462,392505;0
20.03.2024/13:00;20.03.2024/12:00;SE1, SE2, SE3, SE4;-17563,677015;-13192,934022;-4370,742993;0
20.03.2024/14:00;20.03.2024/13:00;SE1, SE2, SE3, SE4;-17532,600016;-13161,158948;-4371,441068;0
20.03.2024/15:00;20.03.2024/14:00;SE1, SE2, SE3, SE4;-17682,029657;-13209,492755;-4472,536902;0
20.03.2024/16:00;20.03.2024/15:00;SE1, SE2, SE3, SE4;-17731,167687;-12951,09698;-4780,070707;0
20.03.2024/17:00;20.03.2024/16:00;SE1, SE2, SE3, SE4;-18211,484491;-12987,910561;-5223,57393;0
20.03.2024/18:00;20.03.2024/17:00;SE1, SE2, SE3, SE4;-18517,062076;-13092,816896;-5424,24518;0
20.03.2024/19:00;20.03.2024/18:00;SE1, SE2, SE3, SE4;-18396,844743;-13006,19507;-5390,649673;0
20.03.2024/20:00;20.03.2024/19:00;SE1, SE2, SE3, SE4;-17786,310493;-12608,100232;-5178,210261;0
20.03.2024/21:00;20.03.2024/20:00;SE1, SE2, SE3, SE4;-17147,341533;-12230,403898;-4916,937635;0
20.03.2024/22:00;20.03.2024/21:00;SE1, SE2, SE3, SE4;-16331,084229;-11738,0558;-4593,028429;0
