Date/Time SNT;MBA;Load Profile [MWh]
18.01.2024/12:00;SE1, SE2, SE3, SE4;-6813,544
18.01.2024/13:00;SE1, SE2, SE3, SE4;-6687,365
18.01.2024/14:00;SE1, SE2, SE3, SE4;-6719,26
18.01.2024/15:00;SE1, SE2, SE3, SE4;-6978,567
18.01.2024/16:00;SE1, SE2, SE3, SE4;-7562,312
18.01.2024/17:00;SE1, SE2, SE3, SE4;-8028,984
18.01.2024/18:00;SE1, SE2, SE3, SE4;-8064,715
18.01.2024/19:00;SE1, SE2, SE3, SE4;-7940,763
18.01.2024/20:00;SE1, SE2, SE3, SE4;-7740,941
18.01.2024/21:00;SE1, SE2, SE3, SE4;-7508,48
18.01.2024/22:00;SE1, SE2, SE3, SE4;-7226,623
18.01.2024/23:00;SE1, SE2, SE3, SE4;-6912,227
19.01.2024/00:00;SE1, SE2, SE3, SE4;-6750,133
19.01.2024/01:00;SE1, SE2, SE3, SE4;-6670,377
19.01.2024/02:00;SE1, SE2, SE3, SE4;-6672,836
19.01.2024/03:00;SE1, SE2, SE3, SE4;-6701,014
19.01.2024/04:00;SE1, SE2, SE3, SE4;-6822,325
19.01.2024/05:00;SE1, SE2, SE3, SE4;-7030,026
19.01.2024/06:00;SE1, SE2, SE3, SE4;-7419,4
19.01.2024/07:00;SE1, SE2, SE3, SE4;-7723,96
19.01.2024/08:00;SE1, SE2, SE3, SE4;-7744,533
19.01.2024/09:00;SE1, SE2, SE3, SE4;-7759,552
19.01.2024/10:00;SE1, SE2, SE3, SE4;-7588,874
19.01.2024/11:00;SE1, SE2, SE3, SE4;-7375,181
19.01.2024/12:00;SE1, SE2, SE3, SE4;-7199,354
19.01.2024/13:00;SE1, SE2, SE3, SE4;-7074,257
19.01.2024/14:00;SE1, SE2, SE3, SE4;-7112,226
19.01.2024/15:00;SE1, SE2, SE3, SE4;-7408,754
19.01.2024/16:00;SE1, SE2, SE3, SE4;-7954,855
19.01.2024/17:00;SE1, SE2, SE3, SE4;-8387
19.01.2024/18:00;SE1, SE2, SE3, SE4;-8407,775
19.01.2024/19:00;SE1, SE2, SE3, SE4;-8228,847
19.01.2024/20:00;SE1, SE2, SE3, SE4;-7959,306
19.01.2024/21:00;SE1, SE2, SE3, SE4;-7720,657
19.01.2024/22:00;SE1, SE2, SE3, SE4;-7493,498
19.01.2024/23:00;SE1, SE2, SE3, SE4;-7241,51
20.01.2024/00:00;SE1, SE2, SE3, SE4;-7043,453
20.01.2024/01:00;SE1, SE2, SE3, SE4;-6875,173
20.01.2024/02:00;SE1, SE2, SE3, SE4;-6778,349
20.01.2024/03:00;SE1, SE2, SE3, SE4;-6730,008
20.01.2024/04:00;SE1, SE2, SE3, SE4;-6740,838
20.01.2024/05:00;SE1, SE2, SE3, SE4;-6826,836
20.01.2024/06:00;SE1, SE2, SE3, SE4;-6955,593
20.01.2024/07:00;SE1, SE2, SE3, SE4;-7204,235
20.01.2024/08:00;SE1, SE2, SE3, SE4;-7495,347
20.01.2024/09:00;SE1, SE2, SE3, SE4;-7770,763
20.01.2024/10:00;SE1, SE2, SE3, SE4;-7916,954
20.01.2024/11:00;SE1, SE2, SE3, SE4;-7924,092
20.01.2024/12:00;SE1, SE2, SE3, SE4;-7875,376
20.01.2024/13:00;SE1, SE2, SE3, SE4;-7755,226
20.01.2024/14:00;SE1, SE2, SE3, SE4;-7718,321
20.01.2024/15:00;SE1, SE2, SE3, SE4;-7865,811
20.01.2024/16:00;SE1, SE2, SE3, SE4;-8311,778
20.01.2024/17:00;SE1, SE2, SE3, SE4;-8524,619
20.01.2024/18:00;SE1, SE2, SE3, SE4;-8433,212
20.01.2024/19:00;SE1, SE2, SE3, SE4;-8126,714
20.01.2024/20:00;SE1, SE2, SE3, SE4;-7779,51
20.01.2024/21:00;SE1, SE2, SE3, SE4;-7467,27
20.01.2024/22:00;SE1, SE2, SE3, SE4;-7129,843
20.01.2024/23:00;SE1, SE2, SE3, SE4;-6809,453
21.01.2024/00:00;SE1, SE2, SE3, SE4;-6534,245
21.01.2024/01:00;SE1, SE2, SE3, SE4;-6288,594
21.01.2024/02:00;SE1, SE2, SE3, SE4;-6125,225
21.01.2024/03:00;SE1, SE2, SE3, SE4;-6002,793
21.01.2024/04:00;SE1, SE2, SE3, SE4;-5922,951
21.01.2024/05:00;SE1, SE2, SE3, SE4;-5906,71
21.01.2024/06:00;SE1, SE2, SE3, SE4;-5950,159
21.01.2024/07:00;SE1, SE2, SE3, SE4;-6081,613
21.01.2024/08:00;SE1, SE2, SE3, SE4;-6257,542
21.01.2024/09:00;SE1, SE2, SE3, SE4;-6493,667
21.01.2024/10:00;SE1, SE2, SE3, SE4;-6652,273
21.01.2024/11:00;SE1, SE2, SE3, SE4;-6700,871
21.01.2024/12:00;SE1, SE2, SE3, SE4;-6704,842
21.01.2024/13:00;SE1, SE2, SE3, SE4;-6640,687
21.01.2024/14:00;SE1, SE2, SE3, SE4;-6608,283
21.01.2024/15:00;SE1, SE2, SE3, SE4;-6695,561
21.01.2024/16:00;SE1, SE2, SE3, SE4;-7040,041
21.01.2024/17:00;SE1, SE2, SE3, SE4;-7235,48
21.01.2024/18:00;SE1, SE2, SE3, SE4;-7111,414
21.01.2024/19:00;SE1, SE2, SE3, SE4;-6856,631
21.01.2024/20:00;SE1, SE2, SE3, SE4;-6567,421
21.01.2024/21:00;SE1, SE2, SE3, SE4;-6205,261
21.01.2024/22:00;SE1, SE2, SE3, SE4;-5809,297
21.01.2024/23:00;SE1, SE2, SE3, SE4;-5424,622
22.01.2024/00:00;SE1, SE2, SE3, SE4;-5176,499
22.01.2024/01:00;SE1, SE2, SE3, SE4;-5035,732
22.01.2024/02:00;SE1, SE2, SE3, SE4;-4979,188
22.01.2024/03:00;SE1, SE2, SE3, SE4;-4958,923
22.01.2024/04:00;SE1, SE2, SE3, SE4;-4997,277
22.01.2024/05:00;SE1, SE2, SE3, SE4;-5155,576
22.01.2024/06:00;SE1, SE2, SE3, SE4;-5465
22.01.2024/07:00;SE1, SE2, SE3, SE4;-5708,073
22.01.2024/08:00;SE1, SE2, SE3, SE4;-5697,907
22.01.2024/09:00;SE1, SE2, SE3, SE4;-5662,341
22.01.2024/10:00;SE1, SE2, SE3, SE4;-5644,999
22.01.2024/11:00;SE1, SE2, SE3, SE4;-5613,235
22.01.2024/12:00;SE1, SE2, SE3, SE4;-5553,225
22.01.2024/13:00;SE1, SE2, SE3, SE4;-5409,279
22.01.2024/14:00;SE1, SE2, SE3, SE4;-5377,57
22.01.2024/15:00;SE1, SE2, SE3, SE4;-5517,577
22.01.2024/16:00;SE1, SE2, SE3, SE4;-5943,639
22.01.2024/17:00;SE1, SE2, SE3, SE4;-6309,252
22.01.2024/18:00;SE1, SE2, SE3, SE4;-6268,485
22.01.2024/19:00;SE1, SE2, SE3, SE4;-6053,401
22.01.2024/20:00;SE1, SE2, SE3, SE4;-5811,047
22.01.2024/21:00;SE1, SE2, SE3, SE4;-5503,507
22.01.2024/22:00;SE1, SE2, SE3, SE4;-5152,476
22.01.2024/23:00;SE1, SE2, SE3, SE4;-4789,692
23.01.2024/00:00;SE1, SE2, SE3, SE4;-4569,208
23.01.2024/01:00;SE1, SE2, SE3, SE4;-4436,05
23.01.2024/02:00;SE1, SE2, SE3, SE4;-4392,929
23.01.2024/03:00;SE1, SE2, SE3, SE4;-4366,64
23.01.2024/04:00;SE1, SE2, SE3, SE4;-4404,566
23.01.2024/05:00;SE1, SE2, SE3, SE4;-4554,511
23.01.2024/06:00;SE1, SE2, SE3, SE4;-4904,357
23.01.2024/07:00;SE1, SE2, SE3, SE4;-5155,523
23.01.2024/08:00;SE1, SE2, SE3, SE4;-5115,149
23.01.2024/09:00;SE1, SE2, SE3, SE4;-5077,809
23.01.2024/10:00;SE1, SE2, SE3, SE4;-5030,147
23.01.2024/11:00;SE1, SE2, SE3, SE4;-4965,644
23.01.2024/12:00;SE1, SE2, SE3, SE4;-4924,487
23.01.2024/13:00;SE1, SE2, SE3, SE4;-4848,928
23.01.2024/14:00;SE1, SE2, SE3, SE4;-4881,986
23.01.2024/15:00;SE1, SE2, SE3, SE4;-5089,568
23.01.2024/16:00;SE1, SE2, SE3, SE4;-5657,533
23.01.2024/17:00;SE1, SE2, SE3, SE4;-6099,96
23.01.2024/18:00;SE1, SE2, SE3, SE4;-6101,438
23.01.2024/19:00;SE1, SE2, SE3, SE4;-5987,39
23.01.2024/20:00;SE1, SE2, SE3, SE4;-5771,383
23.01.2024/21:00;SE1, SE2, SE3, SE4;-5547,311
23.01.2024/22:00;SE1, SE2, SE3, SE4;-5211,507
23.01.2024/23:00;SE1, SE2, SE3, SE4;-4844,159
24.01.2024/00:00;SE1, SE2, SE3, SE4;-4638,828
24.01.2024/01:00;SE1, SE2, SE3, SE4;-4523,853
24.01.2024/02:00;SE1, SE2, SE3, SE4;-4500,797
24.01.2024/03:00;SE1, SE2, SE3, SE4;-4517,07
24.01.2024/04:00;SE1, SE2, SE3, SE4;-4565,527
24.01.2024/05:00;SE1, SE2, SE3, SE4;-4708,499
24.01.2024/06:00;SE1, SE2, SE3, SE4;-5017,94
24.01.2024/07:00;SE1, SE2, SE3, SE4;-5274,176
24.01.2024/08:00;SE1, SE2, SE3, SE4;-5231,693
24.01.2024/09:00;SE1, SE2, SE3, SE4;-5210,146
24.01.2024/10:00;SE1, SE2, SE3, SE4;-5225,496
24.01.2024/11:00;SE1, SE2, SE3, SE4;-5247,088
24.01.2024/12:00;SE1, SE2, SE3, SE4;-5215,804
24.01.2024/13:00;SE1, SE2, SE3, SE4;-5161,226
24.01.2024/14:00;SE1, SE2, SE3, SE4;-5176,088
24.01.2024/15:00;SE1, SE2, SE3, SE4;-5334,888
24.01.2024/16:00;SE1, SE2, SE3, SE4;-5781,784
24.01.2024/17:00;SE1, SE2, SE3, SE4;-6172,798
24.01.2024/18:00;SE1, SE2, SE3, SE4;-6161,041
24.01.2024/19:00;SE1, SE2, SE3, SE4;-6015,035
24.01.2024/20:00;SE1, SE2, SE3, SE4;-5814,503
24.01.2024/21:00;SE1, SE2, SE3, SE4;-5541,464
24.01.2024/22:00;SE1, SE2, SE3, SE4;-5206,42
24.01.2024/23:00;SE1, SE2, SE3, SE4;-4855,174
25.01.2024/00:00;SE1, SE2, SE3, SE4;-4646,783
25.01.2024/01:00;SE1, SE2, SE3, SE4;-4520,176
25.01.2024/02:00;SE1, SE2, SE3, SE4;-4469,722
25.01.2024/03:00;SE1, SE2, SE3, SE4;-4493,895
25.01.2024/04:00;SE1, SE2, SE3, SE4;-4589,171
25.01.2024/05:00;SE1, SE2, SE3, SE4;-4788,516
25.01.2024/06:00;SE1, SE2, SE3, SE4;-5151,728
25.01.2024/07:00;SE1, SE2, SE3, SE4;-5443,048
25.01.2024/08:00;SE1, SE2, SE3, SE4;-5451,644
25.01.2024/09:00;SE1, SE2, SE3, SE4;-5462,086
25.01.2024/10:00;SE1, SE2, SE3, SE4;-5419,152
25.01.2024/11:00;SE1, SE2, SE3, SE4;-5351,942
25.01.2024/12:00;SE1, SE2, SE3, SE4;-5266,583
25.01.2024/13:00;SE1, SE2, SE3, SE4;-5184,52
25.01.2024/14:00;SE1, SE2, SE3, SE4;-5218,124
25.01.2024/15:00;SE1, SE2, SE3, SE4;-5461,555
25.01.2024/16:00;SE1, SE2, SE3, SE4;-6074,544
25.01.2024/17:00;SE1, SE2, SE3, SE4;-6579,708
25.01.2024/18:00;SE1, SE2, SE3, SE4;-6641,145
25.01.2024/19:00;SE1, SE2, SE3, SE4;-6548,778
25.01.2024/20:00;SE1, SE2, SE3, SE4;-6373,494
25.01.2024/21:00;SE1, SE2, SE3, SE4;-6149,26
25.01.2024/22:00;SE1, SE2, SE3, SE4;-5864,742
25.01.2024/23:00;SE1, SE2, SE3, SE4;-5547,429
26.01.2024/00:00;SE1, SE2, SE3, SE4;-5285,748
26.01.2024/01:00;SE1, SE2, SE3, SE4;-5147,082
26.01.2024/02:00;SE1, SE2, SE3, SE4;-5060,637
26.01.2024/03:00;SE1, SE2, SE3, SE4;-5039,902
26.01.2024/04:00;SE1, SE2, SE3, SE4;-5067,968
26.01.2024/05:00;SE1, SE2, SE3, SE4;-5194,867
26.01.2024/06:00;SE1, SE2, SE3, SE4;-5520,157
26.01.2024/07:00;SE1, SE2, SE3, SE4;-5825,869
26.01.2024/08:00;SE1, SE2, SE3, SE4;-5845,615
26.01.2024/09:00;SE1, SE2, SE3, SE4;-5843,469
26.01.2024/10:00;SE1, SE2, SE3, SE4;-5827,572
26.01.2024/11:00;SE1, SE2, SE3, SE4;-5819,787
26.01.2024/12:00;SE1, SE2, SE3, SE4;-5843,585
26.01.2024/13:00;SE1, SE2, SE3, SE4;-5797,018
26.01.2024/14:00;SE1, SE2, SE3, SE4;-5806,387
26.01.2024/15:00;SE1, SE2, SE3, SE4;-5923,95
26.01.2024/16:00;SE1, SE2, SE3, SE4;-6335,011
26.01.2024/17:00;SE1, SE2, SE3, SE4;-6639,848
26.01.2024/18:00;SE1, SE2, SE3, SE4;-6543,165
26.01.2024/19:00;SE1, SE2, SE3, SE4;-6252,226
26.01.2024/20:00;SE1, SE2, SE3, SE4;-5957,282
26.01.2024/21:00;SE1, SE2, SE3, SE4;-5698,336
26.01.2024/22:00;SE1, SE2, SE3, SE4;-5442,741
26.01.2024/23:00;SE1, SE2, SE3, SE4;-5191,919
27.01.2024/00:00;SE1, SE2, SE3, SE4;-4965,052
27.01.2024/01:00;SE1, SE2, SE3, SE4;-4828,724
27.01.2024/02:00;SE1, SE2, SE3, SE4;-4768,628
27.01.2024/03:00;SE1, SE2, SE3, SE4;-4751,129
27.01.2024/04:00;SE1, SE2, SE3, SE4;-4780,25
27.01.2024/05:00;SE1, SE2, SE3, SE4;-4871,422
27.01.2024/06:00;SE1, SE2, SE3, SE4;-5023,004
27.01.2024/07:00;SE1, SE2, SE3, SE4;-5275,66
27.01.2024/08:00;SE1, SE2, SE3, SE4;-5535,29
27.01.2024/09:00;SE1, SE2, SE3, SE4;-5772,078
27.01.2024/10:00;SE1, SE2, SE3, SE4;-5804,558
27.01.2024/11:00;SE1, SE2, SE3, SE4;-5721,678
27.01.2024/12:00;SE1, SE2, SE3, SE4;-5627,249
27.01.2024/13:00;SE1, SE2, SE3, SE4;-5520,214
27.01.2024/14:00;SE1, SE2, SE3, SE4;-5492,321
27.01.2024/15:00;SE1, SE2, SE3, SE4;-5633,536
27.01.2024/16:00;SE1, SE2, SE3, SE4;-5973,458
27.01.2024/17:00;SE1, SE2, SE3, SE4;-6235,411
27.01.2024/18:00;SE1, SE2, SE3, SE4;-6134,751
27.01.2024/19:00;SE1, SE2, SE3, SE4;-5853,555
27.01.2024/20:00;SE1, SE2, SE3, SE4;-5524,87
27.01.2024/21:00;SE1, SE2, SE3, SE4;-5254,003
27.01.2024/22:00;SE1, SE2, SE3, SE4;-5002,828
27.01.2024/23:00;SE1, SE2, SE3, SE4;-4757,486
28.01.2024/00:00;SE1, SE2, SE3, SE4;-4561,807
28.01.2024/01:00;SE1, SE2, SE3, SE4;-4412,021
28.01.2024/02:00;SE1, SE2, SE3, SE4;-4344,569
28.01.2024/03:00;SE1, SE2, SE3, SE4;-4264,831
28.01.2024/04:00;SE1, SE2, SE3, SE4;-4242,505
28.01.2024/05:00;SE1, SE2, SE3, SE4;-4291,375
28.01.2024/06:00;SE1, SE2, SE3, SE4;-4384,815
28.01.2024/07:00;SE1, SE2, SE3, SE4;-4555,167
28.01.2024/08:00;SE1, SE2, SE3, SE4;-4782,301
28.01.2024/09:00;SE1, SE2, SE3, SE4;-5086,309
28.01.2024/10:00;SE1, SE2, SE3, SE4;-5229,744
28.01.2024/11:00;SE1, SE2, SE3, SE4;-5333,717
28.01.2024/12:00;SE1, SE2, SE3, SE4;-5361,558
28.01.2024/13:00;SE1, SE2, SE3, SE4;-5304,405
28.01.2024/14:00;SE1, SE2, SE3, SE4;-5280,429
28.01.2024/15:00;SE1, SE2, SE3, SE4;-5420,204
28.01.2024/16:00;SE1, SE2, SE3, SE4;-5831,954
28.01.2024/17:00;SE1, SE2, SE3, SE4;-6206,509
28.01.2024/18:00;SE1, SE2, SE3, SE4;-6183,409
28.01.2024/19:00;SE1, SE2, SE3, SE4;-5980,2
28.01.2024/20:00;SE1, SE2, SE3, SE4;-5726,509
28.01.2024/21:00;SE1, SE2, SE3, SE4;-5423,54
28.01.2024/22:00;SE1, SE2, SE3, SE4;-5060,469
28.01.2024/23:00;SE1, SE2, SE3, SE4;-4697,511
29.01.2024/00:00;SE1, SE2, SE3, SE4;-4464,323
29.01.2024/01:00;SE1, SE2, SE3, SE4;-4334,919
29.01.2024/02:00;SE1, SE2, SE3, SE4;-4296,979
29.01.2024/03:00;SE1, SE2, SE3, SE4;-4289,632
29.01.2024/04:00;SE1, SE2, SE3, SE4;-4336,155
29.01.2024/05:00;SE1, SE2, SE3, SE4;-4506,625
29.01.2024/06:00;SE1, SE2, SE3, SE4;-4831,418
29.01.2024/07:00;SE1, SE2, SE3, SE4;-5109,196
29.01.2024/08:00;SE1, SE2, SE3, SE4;-5071,437
29.01.2024/09:00;SE1, SE2, SE3, SE4;-5003,691
29.01.2024/10:00;SE1, SE2, SE3, SE4;-4954,778
29.01.2024/11:00;SE1, SE2, SE3, SE4;-4894,592
29.01.2024/12:00;SE1, SE2, SE3, SE4;-4843,776
29.01.2024/13:00;SE1, SE2, SE3, SE4;-4763,719
29.01.2024/14:00;SE1, SE2, SE3, SE4;-4782,909
29.01.2024/15:00;SE1, SE2, SE3, SE4;-4966,451
29.01.2024/16:00;SE1, SE2, SE3, SE4;-5461,621
29.01.2024/17:00;SE1, SE2, SE3, SE4;-5905,618
29.01.2024/18:00;SE1, SE2, SE3, SE4;-5898,743
29.01.2024/19:00;SE1, SE2, SE3, SE4;-5739,764
29.01.2024/20:00;SE1, SE2, SE3, SE4;-5528,247
29.01.2024/21:00;SE1, SE2, SE3, SE4;-5263,775
29.01.2024/22:00;SE1, SE2, SE3, SE4;-4933,029
29.01.2024/23:00;SE1, SE2, SE3, SE4;-4601,628
30.01.2024/00:00;SE1, SE2, SE3, SE4;-4415,358
30.01.2024/01:00;SE1, SE2, SE3, SE4;-4327,559
30.01.2024/02:00;SE1, SE2, SE3, SE4;-4310,234
30.01.2024/03:00;SE1, SE2, SE3, SE4;-4316,396
30.01.2024/04:00;SE1, SE2, SE3, SE4;-4380,142
30.01.2024/05:00;SE1, SE2, SE3, SE4;-4555,261
30.01.2024/06:00;SE1, SE2, SE3, SE4;-4910,141
30.01.2024/07:00;SE1, SE2, SE3, SE4;-5189,914
30.01.2024/08:00;SE1, SE2, SE3, SE4;-5156,899
30.01.2024/09:00;SE1, SE2, SE3, SE4;-5162,361
30.01.2024/10:00;SE1, SE2, SE3, SE4;-5118,581
30.01.2024/11:00;SE1, SE2, SE3, SE4;-5084,758
30.01.2024/12:00;SE1, SE2, SE3, SE4;-5041,34
30.01.2024/13:00;SE1, SE2, SE3, SE4;-4958,908
30.01.2024/14:00;SE1, SE2, SE3, SE4;-4977,45
30.01.2024/15:00;SE1, SE2, SE3, SE4;-5150,675
30.01.2024/16:00;SE1, SE2, SE3, SE4;-5609,031
30.01.2024/17:00;SE1, SE2, SE3, SE4;-6038,696
30.01.2024/18:00;SE1, SE2, SE3, SE4;-6008,537
30.01.2024/19:00;SE1, SE2, SE3, SE4;-5838,165
30.01.2024/20:00;SE1, SE2, SE3, SE4;-5595,441
30.01.2024/21:00;SE1, SE2, SE3, SE4;-5324,594
30.01.2024/22:00;SE1, SE2, SE3, SE4;-4989,43
30.01.2024/23:00;SE1, SE2, SE3, SE4;-4628,414
31.01.2024/00:00;SE1, SE2, SE3, SE4;-4397,226
31.01.2024/01:00;SE1, SE2, SE3, SE4;-4274,511
31.01.2024/02:00;SE1, SE2, SE3, SE4;-4242,999
31.01.2024/03:00;SE1, SE2, SE3, SE4;-4246,778
31.01.2024/04:00;SE1, SE2, SE3, SE4;-4316,197
31.01.2024/05:00;SE1, SE2, SE3, SE4;-4528,107
31.01.2024/06:00;SE1, SE2, SE3, SE4;-4911,752
31.01.2024/07:00;SE1, SE2, SE3, SE4;-5202,348
31.01.2024/08:00;SE1, SE2, SE3, SE4;-5186,084
31.01.2024/09:00;SE1, SE2, SE3, SE4;-5195,114
31.01.2024/10:00;SE1, SE2, SE3, SE4;-5146,615
31.01.2024/11:00;SE1, SE2, SE3, SE4;-5112,374
31.01.2024/12:00;SE1, SE2, SE3, SE4;-5072,346
31.01.2024/13:00;SE1, SE2, SE3, SE4;-5004,679
31.01.2024/14:00;SE1, SE2, SE3, SE4;-5042,506
31.01.2024/15:00;SE1, SE2, SE3, SE4;-5237,545
31.01.2024/16:00;SE1, SE2, SE3, SE4;-5702,95
31.01.2024/17:00;SE1, SE2, SE3, SE4;-6136,644
31.01.2024/18:00;SE1, SE2, SE3, SE4;-6123,936
31.01.2024/19:00;SE1, SE2, SE3, SE4;-5966,626
31.01.2024/20:00;SE1, SE2, SE3, SE4;-5739,795
31.01.2024/21:00;SE1, SE2, SE3, SE4;-5452,834
31.01.2024/22:00;SE1, SE2, SE3, SE4;-5115,008
31.01.2024/23:00;SE1, SE2, SE3, SE4;-4745,376
01.02.2024/00:00;SE1, SE2, SE3, SE4;-4521,632
01.02.2024/01:00;SE1, SE2, SE3, SE4;-4384,38
01.02.2024/02:00;SE1, SE2, SE3, SE4;-4313,928
01.02.2024/03:00;SE1, SE2, SE3, SE4;-4304,552
01.02.2024/04:00;SE1, SE2, SE3, SE4;-4366,813
01.02.2024/05:00;SE1, SE2, SE3, SE4;-4566,022
01.02.2024/06:00;SE1, SE2, SE3, SE4;-4928,462
01.02.2024/07:00;SE1, SE2, SE3, SE4;-5211,946
01.02.2024/08:00;SE1, SE2, SE3, SE4;-5171,685
01.02.2024/09:00;SE1, SE2, SE3, SE4;-5148,944
01.02.2024/10:00;SE1, SE2, SE3, SE4;-5071,69
01.02.2024/11:00;SE1, SE2, SE3, SE4;-5022,383
01.02.2024/12:00;SE1, SE2, SE3, SE4;-4979,325
01.02.2024/13:00;SE1, SE2, SE3, SE4;-4896,928
01.02.2024/14:00;SE1, SE2, SE3, SE4;-4922,118
01.02.2024/15:00;SE1, SE2, SE3, SE4;-5141,518
01.02.2024/16:00;SE1, SE2, SE3, SE4;-5647,839
01.02.2024/17:00;SE1, SE2, SE3, SE4;-6180,69
01.02.2024/18:00;SE1, SE2, SE3, SE4;-6245,79
01.02.2024/19:00;SE1, SE2, SE3, SE4;-6119,26
01.02.2024/20:00;SE1, SE2, SE3, SE4;-5910,294
01.02.2024/21:00;SE1, SE2, SE3, SE4;-5666,2
01.02.2024/22:00;SE1, SE2, SE3, SE4;-5361,082
01.02.2024/23:00;SE1, SE2, SE3, SE4;-5031,922
02.02.2024/00:00;SE1, SE2, SE3, SE4;-4836,371
02.02.2024/01:00;SE1, SE2, SE3, SE4;-4716,914
02.02.2024/02:00;SE1, SE2, SE3, SE4;-4662,926
02.02.2024/03:00;SE1, SE2, SE3, SE4;-4650,447
02.02.2024/04:00;SE1, SE2, SE3, SE4;-4693,391
02.02.2024/05:00;SE1, SE2, SE3, SE4;-4822,209
02.02.2024/06:00;SE1, SE2, SE3, SE4;-5146,522
02.02.2024/07:00;SE1, SE2, SE3, SE4;-5443,441
02.02.2024/08:00;SE1, SE2, SE3, SE4;-5446,566
02.02.2024/09:00;SE1, SE2, SE3, SE4;-5462,335
02.02.2024/10:00;SE1, SE2, SE3, SE4;-5460,33
02.02.2024/11:00;SE1, SE2, SE3, SE4;-5431,138
02.02.2024/12:00;SE1, SE2, SE3, SE4;-5383,233
02.02.2024/13:00;SE1, SE2, SE3, SE4;-5324,795
02.02.2024/14:00;SE1, SE2, SE3, SE4;-5342,079
02.02.2024/15:00;SE1, SE2, SE3, SE4;-5443,297
02.02.2024/16:00;SE1, SE2, SE3, SE4;-5788,059
02.02.2024/17:00;SE1, SE2, SE3, SE4;-6150,043
02.02.2024/18:00;SE1, SE2, SE3, SE4;-6059,494
02.02.2024/19:00;SE1, SE2, SE3, SE4;-5760,978
02.02.2024/20:00;SE1, SE2, SE3, SE4;-5422,301
02.02.2024/21:00;SE1, SE2, SE3, SE4;-5121,279
02.02.2024/22:00;SE1, SE2, SE3, SE4;-4848,913
02.02.2024/23:00;SE1, SE2, SE3, SE4;-4563,924
03.02.2024/00:00;SE1, SE2, SE3, SE4;-4324,287
03.02.2024/01:00;SE1, SE2, SE3, SE4;-4149,985
03.02.2024/02:00;SE1, SE2, SE3, SE4;-4036,386
03.02.2024/03:00;SE1, SE2, SE3, SE4;-3992,226
03.02.2024/04:00;SE1, SE2, SE3, SE4;-3980,53
03.02.2024/05:00;SE1, SE2, SE3, SE4;-4027,26
03.02.2024/06:00;SE1, SE2, SE3, SE4;-4134,273
03.02.2024/07:00;SE1, SE2, SE3, SE4;-4333,892
03.02.2024/08:00;SE1, SE2, SE3, SE4;-4579,458
03.02.2024/09:00;SE1, SE2, SE3, SE4;-4822,684
03.02.2024/10:00;SE1, SE2, SE3, SE4;-4883,702
03.02.2024/11:00;SE1, SE2, SE3, SE4;-4874,063
03.02.2024/12:00;SE1, SE2, SE3, SE4;-4817,729
03.02.2024/13:00;SE1, SE2, SE3, SE4;-4732,979
03.02.2024/14:00;SE1, SE2, SE3, SE4;-4720,943
03.02.2024/15:00;SE1, SE2, SE3, SE4;-4876,983
03.02.2024/16:00;SE1, SE2, SE3, SE4;-5303,31
03.02.2024/17:00;SE1, SE2, SE3, SE4;-5733,626
03.02.2024/18:00;SE1, SE2, SE3, SE4;-5760,689
03.02.2024/19:00;SE1, SE2, SE3, SE4;-5568,249
03.02.2024/20:00;SE1, SE2, SE3, SE4;-5270,199
03.02.2024/21:00;SE1, SE2, SE3, SE4;-5043,16
03.02.2024/22:00;SE1, SE2, SE3, SE4;-4874,34
03.02.2024/23:00;SE1, SE2, SE3, SE4;-4645,852
04.02.2024/00:00;SE1, SE2, SE3, SE4;-4470,493
04.02.2024/01:00;SE1, SE2, SE3, SE4;-4337,44
04.02.2024/02:00;SE1, SE2, SE3, SE4;-4277,445
04.02.2024/03:00;SE1, SE2, SE3, SE4;-4235,79
04.02.2024/04:00;SE1, SE2, SE3, SE4;-4250,999
04.02.2024/05:00;SE1, SE2, SE3, SE4;-4312,883
04.02.2024/06:00;SE1, SE2, SE3, SE4;-4416,036
04.02.2024/07:00;SE1, SE2, SE3, SE4;-4601,595
04.02.2024/08:00;SE1, SE2, SE3, SE4;-4841,766
04.02.2024/09:00;SE1, SE2, SE3, SE4;-5124,361
04.02.2024/10:00;SE1, SE2, SE3, SE4;-5282,367
04.02.2024/11:00;SE1, SE2, SE3, SE4;-5359,446
04.02.2024/12:00;SE1, SE2, SE3, SE4;-5334,138
04.02.2024/13:00;SE1, SE2, SE3, SE4;-5255,07
04.02.2024/14:00;SE1, SE2, SE3, SE4;-5220,322
04.02.2024/15:00;SE1, SE2, SE3, SE4;-5347,993
04.02.2024/16:00;SE1, SE2, SE3, SE4;-5750,782
04.02.2024/17:00;SE1, SE2, SE3, SE4;-6183,308
04.02.2024/18:00;SE1, SE2, SE3, SE4;-6198,379
04.02.2024/19:00;SE1, SE2, SE3, SE4;-6019,167
04.02.2024/20:00;SE1, SE2, SE3, SE4;-5775,555
04.02.2024/21:00;SE1, SE2, SE3, SE4;-5486,106
04.02.2024/22:00;SE1, SE2, SE3, SE4;-5166,532
04.02.2024/23:00;SE1, SE2, SE3, SE4;-4848,082
05.02.2024/00:00;SE1, SE2, SE3, SE4;-4663,457
05.02.2024/01:00;SE1, SE2, SE3, SE4;-4550,268
05.02.2024/02:00;SE1, SE2, SE3, SE4;-4521,824
